WorkOrderID,ReceivedDate,CompletedDate,ClientID,ServiceLine,Department,EmployeeID,Priority,ProductionCount,BillableHours,QualityScore,ReworkFlag,SLATargetHours,AHTMinutes,TATHours,SLAMet,CompletionMonth
WO000524,2025-09-20 11:05:24,2025-09-21 06:22:48,C002,Certificate Issuance,Operations Central,E028,Standard,5,1.99,93.6,No,48,23.86,19.29,Met,2025-09
WO000310,2025-09-20 23:25:57,2025-09-21 21:54:45,C015,Certificate Issuance,Operations Central,E001,Standard,6,2.40,96.0,No,48,23.96,22.48,Met,2025-09
WO000753,2025-09-21 08:55:01,2025-09-22 10:52:01,C001,Policy Checking,Operations North,E033,Rush,3,2.39,99.1,No,36,47.75,25.95,Met,2025-09
WO000996,2025-09-20 14:07:17,2025-09-22 17:10:53,C002,Policy Checking,Operations South,E015,Standard,1,0.75,91.1,No,72,45.28,51.06,Met,2025-09
WO000939,2025-09-21 14:49:19,2025-09-23 00:34:55,C012,Certificate Issuance,Operations South,E006,Standard,2,0.79,95.8,No,48,23.58,33.76,Met,2025-09
WO001019,2025-09-22 00:48:33,2025-09-23 02:36:33,C004,Certificate Issuance,Operations South,E003,Standard,5,1.95,91.0,No,48,23.34,25.80,Met,2025-09
WO001306,2025-09-22 13:58:40,2025-09-23 10:40:40,C001,Certificate Issuance,Operations North,E020,Standard,6,1.98,94.2,No,48,19.75,20.70,Met,2025-09
WO000603,2025-09-22 18:04:14,2025-09-23 12:36:38,C011,Certificate Issuance,Operations North,E017,Rush,6,2.51,92.6,No,24,25.10,18.54,Met,2025-09
WO000176,2025-09-23 07:57:20,2025-09-23 18:50:44,C014,Document Retrieval,Operations North,E008,Rush,10,1.90,99.4,No,12,11.42,10.89,Met,2025-09
WO000101,2025-09-20 12:16:27,2025-09-23 20:00:51,C011,Certificate Issuance,Operations South,E002,Standard,6,1.46,99.5,No,48,14.64,79.74,Not Met,2025-09
WO000112,2025-09-21 16:12:21,2025-09-24 07:00:21,C007,Policy Administration,Operations North,E024,Standard,5,2.35,95.5,No,72,28.17,62.80,Met,2025-09
WO000567,2025-09-23 08:19:20,2025-09-24 11:02:32,C005,Policy Checking,Operations South,E021,Rush,1,0.44,95.6,No,36,26.64,26.72,Met,2025-09
WO000171,2025-09-23 21:39:24,2025-09-24 12:57:24,C011,Certificate Issuance,Operations North,E033,Standard,6,2.36,91.8,No,48,23.62,15.30,Met,2025-09
WO001635,2025-09-24 02:45:17,2025-09-24 15:18:53,C014,Certificate Issuance,Operations Central,E023,Rush,4,1.33,91.7,No,24,19.98,12.56,Met,2025-09
WO000757,2025-09-22 23:09:53,2025-09-24 18:19:29,C003,Policy Administration,Operations South,E006,Rush,4,1.78,95.1,No,36,26.76,43.16,Not Met,2025-09
WO000745,2025-09-22 03:16:26,2025-09-24 18:53:38,C009,Policy Administration,Operations South,E004,Standard,4,1.18,92.0,No,72,17.69,63.62,Met,2025-09
WO001508,2025-09-24 03:25:25,2025-09-25 01:29:37,C002,Document Retrieval,Operations South,E017,Standard,9,1.62,96.9,No,24,10.79,22.07,Met,2025-09
WO000969,2025-09-22 21:23:40,2025-09-25 09:18:52,C015,Policy Administration,Operations Central,E032,Standard,5,1.65,92.3,No,72,19.85,59.92,Met,2025-09
WO001559,2025-09-22 22:40:12,2025-09-25 10:45:00,C007,Policy Administration,Operations Central,E005,Standard,3,1.29,97.4,No,72,25.79,60.08,Met,2025-09
WO000624,2025-09-22 17:52:09,2025-09-25 16:31:09,C005,Certificate Issuance,Operations Central,E032,Standard,4,1.33,93.1,No,48,19.89,70.65,Not Met,2025-09
WO000394,2025-09-24 09:16:13,2025-09-25 18:18:37,C007,Policy Checking,Operations South,E014,Standard,1,0.59,92.2,No,72,35.67,33.04,Met,2025-09
WO000380,2025-09-23 18:43:36,2025-09-25 18:22:00,C004,Policy Administration,Operations Central,E020,Standard,3,1.16,96.8,No,72,23.11,47.64,Met,2025-09
WO001403,2025-09-23 15:11:03,2025-09-25 23:02:03,C013,Policy Administration,Operations North,E026,Rush,5,1.63,99.1,No,36,19.50,55.85,Not Met,2025-09
WO001396,2025-09-24 08:19:04,2025-09-26 01:06:28,C009,Policy Checking,Operations South,E017,Standard,3,1.80,92.2,No,72,35.99,40.79,Met,2025-09
WO000743,2025-09-25 00:51:21,2025-09-26 02:28:33,C012,Document Retrieval,Operations North,E017,Standard,7,1.42,98.2,No,24,12.15,25.62,Not Met,2025-09
WO001721,2025-09-24 20:48:05,2025-09-26 07:16:53,C006,Certificate Issuance,Operations North,E001,Standard,3,0.93,94.3,No,48,18.58,34.48,Met,2025-09
WO001682,2025-09-23 09:24:24,2025-09-26 19:58:00,C010,Policy Administration,Operations South,E021,Standard,2,0.92,97.7,Yes,72,27.63,82.56,Not Met,2025-09
WO000599,2025-09-26 00:03:18,2025-09-27 04:09:18,C003,Policy Checking,Operations Central,E007,Standard,4,2.40,97.8,No,72,36.02,28.10,Met,2025-09
WO000051,2025-09-24 10:10:25,2025-09-27 05:16:25,C005,Policy Checking,Operations Central,E025,Standard,4,2.90,91.5,No,72,43.47,67.10,Met,2025-09
WO000699,2025-09-26 14:00:17,2025-09-27 08:57:53,C009,Document Retrieval,Operations South,E012,Rush,5,1.24,98.2,No,12,14.89,18.96,Not Met,2025-09
WO001726,2025-09-27 06:05:18,2025-09-27 10:20:54,C011,Document Retrieval,Operations Central,E006,Rush,3,0.46,99.7,No,12,9.24,4.26,Met,2025-09
WO000438,2025-09-24 13:18:01,2025-09-27 14:50:25,C011,Certificate Issuance,Operations North,E029,Standard,3,1.12,92.4,No,48,22.36,73.54,Not Met,2025-09
WO000385,2025-09-26 19:54:19,2025-09-27 18:36:19,C003,Policy Administration,Operations South,E031,Standard,1,0.41,91.1,No,72,24.62,22.70,Met,2025-09
WO001637,2025-09-27 10:07:22,2025-09-28 07:21:46,C007,Certificate Issuance,Operations North,E033,Standard,1,0.22,96.8,No,48,13.15,21.24,Met,2025-09
WO001069,2025-09-25 03:16:03,2025-09-28 18:04:39,C005,Direct Bill Posting,Operations North,E006,Standard,10,1.36,94.4,No,48,8.17,86.81,Not Met,2025-09
WO000682,2025-09-28 13:08:50,2025-09-28 21:08:50,C002,Document Retrieval,Operations North,E018,Standard,3,0.76,96.1,No,24,15.18,8.00,Met,2025-09
WO000338,2025-09-26 22:00:49,2025-09-29 14:39:13,C007,Direct Bill Posting,Operations North,E006,Standard,10,1.02,99.1,No,48,6.12,64.64,Not Met,2025-09
WO001270,2025-09-29 07:00:57,2025-09-30 01:17:45,C012,Certificate Issuance,Operations North,E028,Standard,1,0.39,90.4,Yes,48,23.14,18.28,Met,2025-09
WO000825,2025-09-26 23:03:22,2025-09-30 05:21:22,C014,Certificate Issuance,Operations South,E001,Standard,6,1.54,99.2,No,48,15.38,78.30,Not Met,2025-09
WO000592,2025-09-26 00:19:06,2025-09-30 12:00:30,C010,Policy Checking,Operations Central,E028,Standard,1,0.52,99.4,No,72,31.38,107.69,Not Met,2025-09
WO000343,2025-09-29 02:21:15,2025-09-30 12:24:15,C006,Policy Administration,Operations South,E009,Rush,4,1.28,93.7,No,36,19.25,34.05,Met,2025-09
WO001091,2025-09-29 12:12:17,2025-10-01 05:53:41,C008,Policy Checking,Operations South,E010,Standard,3,1.97,100.0,No,72,39.44,41.69,Met,2025-10
WO000127,2025-09-29 13:08:10,2025-10-01 07:17:46,C013,Policy Administration,Operations Central,E026,Standard,1,0.38,97.4,No,72,23.04,42.16,Met,2025-10
WO000021,2025-09-30 19:08:26,2025-10-01 14:43:50,C007,Document Retrieval,Operations Central,E007,Standard,5,1.10,95.0,No,24,13.24,19.59,Met,2025-10
WO001458,2025-09-28 23:59:56,2025-10-01 16:19:08,C012,Policy Checking,Operations Central,E010,Standard,1,0.58,99.9,No,72,34.94,64.32,Met,2025-10
WO001257,2025-09-29 19:45:40,2025-10-01 16:52:16,C003,Certificate Issuance,Operations South,E019,Standard,4,1.59,91.8,No,48,23.85,45.11,Met,2025-10
WO001203,2025-09-30 14:42:33,2025-10-01 18:42:33,C004,Direct Bill Posting,Operations South,E029,Standard,17,1.81,91.8,No,48,6.38,28.00,Met,2025-10
WO000900,2025-09-29 21:24:55,2025-10-02 01:21:19,C010,Policy Checking,Operations South,E004,Standard,3,1.90,95.1,No,72,38.07,51.94,Met,2025-10
WO001603,2025-09-30 23:16:04,2025-10-02 04:31:04,C004,Policy Checking,Operations South,E029,Rush,1,0.59,93.8,No,36,35.21,29.25,Met,2025-10
WO000674,2025-09-30 12:47:15,2025-10-02 16:02:15,C010,Policy Administration,Operations Central,E006,Standard,5,2.26,93.1,No,72,27.08,51.25,Met,2025-10
WO000892,2025-10-01 01:04:04,2025-10-02 23:17:52,C003,Policy Administration,Operations North,E036,Standard,3,1.17,90.2,Yes,72,23.44,46.23,Met,2025-10
WO001015,2025-10-01 04:56:10,2025-10-03 19:27:58,C013,Policy Administration,Operations North,E006,Standard,1,0.40,97.7,No,72,23.74,62.53,Met,2025-10
WO001764,2025-10-02 13:10:55,2025-10-03 22:58:55,C014,Direct Bill Posting,Operations North,E018,Standard,12,1.48,91.6,No,48,7.41,33.80,Met,2025-10
WO000147,2025-10-03 10:03:12,2025-10-05 00:02:36,C013,Direct Bill Posting,Operations Central,E001,Standard,14,1.76,95.8,No,48,7.56,37.99,Met,2025-10
WO000436,2025-10-04 11:26:48,2025-10-05 06:01:00,C005,Document Retrieval,Operations Central,E008,Standard,4,0.93,93.2,No,24,13.94,18.57,Met,2025-10
WO000149,2025-10-03 16:03:26,2025-10-05 10:23:50,C002,Policy Checking,Operations North,E032,Standard,3,1.90,96.7,Yes,72,38.02,42.34,Met,2025-10
WO000614,2025-10-05 00:48:18,2025-10-06 10:42:54,C013,Certificate Issuance,Operations Central,E022,Rush,3,1.14,96.9,No,24,22.90,33.91,Not Met,2025-10
WO000973,2025-10-05 12:45:38,2025-10-06 12:24:38,C008,Direct Bill Posting,Operations Central,E005,Standard,16,1.70,96.7,No,48,6.37,23.65,Met,2025-10
WO001475,2025-10-05 21:25:47,2025-10-06 16:32:23,C007,Direct Bill Posting,Operations Central,E033,Rush,18,2.68,91.9,No,24,8.92,19.11,Met,2025-10
WO001290,2025-10-06 14:51:09,2025-10-07 05:36:09,C011,Document Retrieval,Operations North,E015,Standard,7,1.47,92.7,No,24,12.59,14.75,Met,2025-10
WO001052,2025-10-05 10:33:59,2025-10-07 16:08:47,C004,Policy Checking,Operations North,E036,Standard,1,0.46,92.4,No,72,27.33,53.58,Met,2025-10
WO000734,2025-10-07 11:51:03,2025-10-08 15:30:39,C014,Document Retrieval,Operations Central,E012,Standard,4,1.03,92.6,No,24,15.44,27.66,Not Met,2025-10
WO000887,2025-10-08 01:18:39,2025-10-08 16:52:15,C014,Certificate Issuance,Operations North,E033,Standard,6,2.08,92.0,No,48,20.80,15.56,Met,2025-10
WO001743,2025-10-06 02:24:28,2025-10-08 16:58:04,C003,Policy Checking,Operations Central,E027,Standard,2,1.46,91.5,No,72,43.67,62.56,Met,2025-10
WO000238,2025-10-08 10:36:35,2025-10-08 18:34:11,C005,Document Retrieval,Operations Central,E019,Standard,4,1.03,98.3,No,24,15.50,7.96,Met,2025-10
WO000560,2025-10-08 06:05:02,2025-10-08 23:44:02,C007,Document Retrieval,Operations South,E021,Standard,8,1.74,91.3,No,24,13.06,17.65,Met,2025-10
WO001108,2025-10-09 04:26:20,2025-10-09 13:02:56,C009,Direct Bill Posting,Operations North,E012,Rush,9,1.60,99.0,No,24,10.70,8.61,Met,2025-10
WO000188,2025-10-08 21:38:12,2025-10-09 22:46:36,C001,Policy Administration,Operations North,E035,Standard,4,1.45,92.4,No,72,21.82,25.14,Met,2025-10
WO000024,2025-10-08 18:44:26,2025-10-10 01:53:26,C012,Policy Checking,Operations South,E002,Standard,1,0.46,95.0,No,72,27.75,31.15,Met,2025-10
WO000412,2025-10-09 10:14:52,2025-10-10 14:55:04,C001,Policy Checking,Operations North,E016,Standard,2,1.22,92.9,No,72,36.74,28.67,Met,2025-10
WO001268,2025-10-08 21:13:57,2025-10-11 03:31:21,C011,Policy Administration,Operations South,E031,Standard,5,2.40,94.5,No,72,28.81,54.29,Met,2025-10
WO001408,2025-10-09 15:34:08,2025-10-11 04:32:20,C009,Certificate Issuance,Operations South,E025,Standard,2,0.73,94.5,No,48,22.03,36.97,Met,2025-10
WO001057,2025-10-09 10:34:08,2025-10-11 05:42:32,C011,Policy Administration,Operations Central,E030,Standard,4,1.73,92.7,No,72,25.89,43.14,Met,2025-10
WO000126,2025-10-11 02:23:03,2025-10-11 13:11:03,C012,Document Retrieval,Operations North,E015,Standard,4,0.68,96.4,No,24,10.15,10.80,Met,2025-10
WO001078,2025-10-09 23:15:20,2025-10-11 13:29:08,C004,Document Retrieval,Operations North,E008,Standard,3,0.60,99.7,No,24,12.07,38.23,Not Met,2025-10
WO000717,2025-10-11 07:48:16,2025-10-12 13:33:52,C015,Certificate Issuance,Operations South,E030,Standard,3,0.74,98.6,No,48,14.90,29.76,Met,2025-10
WO001784,2025-10-10 19:18:49,2025-10-12 19:53:01,C007,Policy Checking,Operations North,E021,Standard,4,1.83,91.4,No,72,27.51,48.57,Met,2025-10
WO000990,2025-10-12 17:46:41,2025-10-13 06:23:53,C002,Direct Bill Posting,Operations Central,E034,Rush,17,2.98,93.6,No,24,10.50,12.62,Met,2025-10
WO001313,2025-10-11 09:56:12,2025-10-13 11:14:12,C001,Policy Checking,Operations South,E022,Standard,4,2.42,94.1,No,72,36.31,49.30,Met,2025-10
WO000814,2025-10-12 13:03:04,2025-10-13 15:37:52,C003,Policy Administration,Operations South,E006,Standard,3,1.21,96.8,No,72,24.15,26.58,Met,2025-10
WO000712,2025-10-13 02:26:31,2025-10-14 03:37:19,C015,Direct Bill Posting,Operations Central,E013,Standard,17,1.97,98.8,No,48,6.97,25.18,Met,2025-10
WO000017,2025-10-11 19:16:04,2025-10-14 09:05:52,C014,Policy Administration,Operations North,E019,Standard,1,0.29,95.7,No,72,17.24,61.83,Met,2025-10
WO001497,2025-10-14 00:26:42,2025-10-14 09:26:42,C002,Document Retrieval,Operations Central,E003,Standard,5,0.99,97.3,No,24,11.91,9.00,Met,2025-10
WO001141,2025-10-13 15:59:21,2025-10-14 15:20:57,C014,Certificate Issuance,Operations Central,E004,Standard,6,2.32,96.9,No,48,23.20,23.36,Met,2025-10
WO001608,2025-10-13 19:46:38,2025-10-15 03:31:38,C010,Policy Administration,Operations Central,E036,Standard,3,0.88,91.3,No,72,17.50,31.75,Met,2025-10
WO001132,2025-10-14 19:29:06,2025-10-15 05:41:42,C004,Document Retrieval,Operations Central,E020,Standard,4,0.74,92.7,No,24,11.06,10.21,Met,2025-10
WO001684,2025-10-15 12:11:47,2025-10-15 22:48:59,C003,Document Retrieval,Operations Central,E034,Standard,4,1.02,93.5,No,24,15.27,10.62,Met,2025-10
WO001711,2025-10-15 09:16:56,2025-10-16 16:20:32,C010,Policy Checking,Operations South,E030,Standard,2,1.53,94.5,No,72,45.85,31.06,Met,2025-10
WO001320,2025-10-15 01:21:47,2025-10-16 17:13:59,C011,Certificate Issuance,Operations South,E005,Standard,3,0.67,90.6,Yes,48,13.47,39.87,Met,2025-10
WO000619,2025-10-15 00:46:58,2025-10-16 19:27:10,C003,Certificate Issuance,Operations Central,E021,Standard,3,1.18,93.2,No,48,23.59,42.67,Met,2025-10
WO000205,2025-10-13 21:20:02,2025-10-16 19:50:02,C002,Direct Bill Posting,Operations South,E034,Standard,12,1.56,99.5,No,48,7.78,70.50,Not Met,2025-10
WO000243,2025-10-15 07:22:52,2025-10-17 02:16:16,C012,Certificate Issuance,Operations Central,E033,Standard,4,1.05,95.5,No,48,15.76,42.89,Met,2025-10
WO001359,2025-10-16 07:32:03,2025-10-17 03:45:51,C007,Direct Bill Posting,Operations North,E008,Standard,8,1.40,90.7,Yes,48,10.51,20.23,Met,2025-10
WO000642,2025-10-15 18:58:13,2025-10-17 04:32:25,C004,Policy Checking,Operations North,E014,Standard,4,2.03,95.6,No,72,30.48,33.57,Met,2025-10
WO001728,2025-10-17 00:48:24,2025-10-17 23:36:24,C012,Policy Administration,Operations North,E035,Rush,1,0.40,91.6,No,36,24.13,22.80,Met,2025-10
WO000342,2025-10-17 01:19:38,2025-10-18 04:37:38,C006,Direct Bill Posting,Operations Central,E025,Standard,13,2.11,98.8,No,48,9.75,27.30,Met,2025-10
WO000287,2025-10-13 15:50:38,2025-10-18 14:16:26,C007,Policy Administration,Operations North,E010,Standard,1,0.41,96.8,No,72,24.78,118.43,Not Met,2025-10
WO000476,2025-10-17 18:33:19,2025-10-18 21:53:07,C003,Certificate Issuance,Operations Central,E017,Standard,3,0.96,99.2,No,48,19.28,27.33,Met,2025-10
WO001166,2025-10-18 02:43:22,2025-10-19 02:55:58,C010,Direct Bill Posting,Operations North,E011,Standard,8,1.10,91.2,No,48,8.28,24.21,Met,2025-10
WO000854,2025-10-19 04:07:48,2025-10-19 20:48:36,C015,Direct Bill Posting,Operations North,E017,Standard,15,2.11,99.3,No,48,8.43,16.68,Met,2025-10
WO001750,2025-10-17 21:24:16,2025-10-19 21:10:28,C003,Policy Checking,Operations North,E012,Standard,2,0.99,97.8,No,72,29.70,47.77,Met,2025-10
WO001204,2025-10-19 10:38:16,2025-10-20 01:10:40,C010,Policy Checking,Operations North,E014,Rush,2,1.17,98.5,No,36,35.21,14.54,Met,2025-10
WO001095,2025-10-16 08:42:22,2025-10-20 08:00:22,C002,Policy Administration,Operations South,E022,Standard,2,0.86,98.2,No,72,25.86,95.30,Not Met,2025-10
WO001234,2025-10-18 17:06:27,2025-10-20 08:44:51,C006,Policy Checking,Operations Central,E023,Standard,4,2.58,95.7,No,72,38.69,39.64,Met,2025-10
WO000029,2025-10-19 14:34:50,2025-10-20 10:04:50,C002,Direct Bill Posting,Operations South,E004,Standard,8,1.31,93.2,No,48,9.83,19.50,Met,2025-10
WO000764,2025-10-19 04:52:57,2025-10-20 10:41:33,C009,Certificate Issuance,Operations South,E035,Rush,5,2.01,92.3,No,24,24.11,29.81,Not Met,2025-10
WO000119,2025-10-18 08:10:57,2025-10-20 15:48:09,C004,Policy Checking,Operations Central,E036,Standard,4,2.09,90.7,Yes,72,31.35,55.62,Met,2025-10
WO001271,2025-10-18 12:26:38,2025-10-20 16:50:38,C012,Policy Checking,Operations South,E021,Standard,3,1.68,96.8,Yes,72,33.59,52.40,Met,2025-10
WO001660,2025-10-16 11:42:29,2025-10-20 22:40:41,C010,Policy Checking,Operations North,E027,Standard,2,1.45,98.5,No,72,43.57,106.97,Not Met,2025-10
WO000731,2025-10-20 19:22:42,2025-10-21 10:00:30,C005,Direct Bill Posting,Operations South,E014,Standard,11,1.83,93.2,No,48,10.00,14.63,Met,2025-10
WO000729,2025-10-20 20:58:22,2025-10-21 14:37:22,C008,Direct Bill Posting,Operations Central,E009,Standard,19,3.21,96.3,No,48,10.13,17.65,Met,2025-10
WO000366,2025-10-20 09:36:17,2025-10-21 21:48:53,C007,Certificate Issuance,Operations South,E022,Standard,6,1.71,99.2,No,48,17.13,36.21,Met,2025-10
WO000469,2025-10-19 08:39:51,2025-10-21 23:48:51,C003,Policy Administration,Operations North,E014,Standard,2,0.83,94.2,No,72,24.86,63.15,Met,2025-10
WO001365,2025-10-18 17:55:29,2025-10-22 03:30:53,C004,Direct Bill Posting,Operations North,E031,Standard,15,1.51,98.9,Yes,48,6.03,81.59,Not Met,2025-10
WO001107,2025-10-21 03:14:09,2025-10-23 04:38:09,C001,Policy Administration,Operations North,E013,Standard,2,0.71,98.2,No,72,21.38,49.40,Met,2025-10
WO000267,2025-10-21 18:02:28,2025-10-23 07:33:04,C015,Certificate Issuance,Operations South,E012,Standard,1,0.38,99.7,No,48,22.95,37.51,Met,2025-10
WO001084,2025-10-21 13:15:42,2025-10-23 07:39:42,C014,Policy Administration,Operations Central,E020,Standard,1,0.27,97.9,No,72,15.97,42.40,Met,2025-10
WO000955,2025-10-23 08:50:31,2025-10-23 20:10:19,C004,Document Retrieval,Operations North,E010,Rush,7,1.96,98.0,No,12,16.78,11.33,Met,2025-10
WO000697,2025-10-23 00:03:41,2025-10-24 11:11:29,C008,Certificate Issuance,Operations North,E023,Standard,2,0.59,96.9,No,48,17.80,35.13,Met,2025-10
WO001519,2025-10-22 18:05:15,2025-10-24 20:55:39,C015,Policy Checking,Operations Central,E009,Rush,2,1.47,95.9,No,36,44.16,50.84,Not Met,2025-10
WO001051,2025-10-23 17:19:22,2025-10-25 03:48:10,C011,Policy Administration,Operations North,E018,Standard,4,1.66,91.6,No,72,24.94,34.48,Met,2025-10
WO001178,2025-10-24 20:01:29,2025-10-25 04:42:17,C011,Document Retrieval,Operations South,E012,Standard,10,2.23,95.4,No,24,13.35,8.68,Met,2025-10
WO000084,2025-10-24 10:14:56,2025-10-25 21:55:44,C014,Policy Administration,Operations North,E025,Standard,3,0.80,96.2,No,72,16.09,35.68,Met,2025-10
WO001569,2025-10-24 14:48:05,2025-10-25 21:55:53,C006,Policy Administration,Operations North,E019,Rush,4,1.97,98.8,No,36,29.58,31.13,Met,2025-10
WO001605,2025-10-24 11:27:09,2025-10-26 03:55:57,C001,Direct Bill Posting,Operations North,E023,Standard,20,3.49,99.0,No,48,10.46,40.48,Met,2025-10
WO000556,2025-10-25 06:05:07,2025-10-26 18:14:07,C013,Policy Administration,Operations South,E010,Standard,5,1.36,98.7,No,72,16.33,36.15,Met,2025-10
WO001745,2025-10-25 14:41:21,2025-10-27 02:02:21,C005,Direct Bill Posting,Operations South,E005,Standard,19,2.03,97.2,No,48,6.42,35.35,Met,2025-10
WO001007,2025-10-25 12:33:16,2025-10-27 02:12:52,C003,Certificate Issuance,Operations South,E017,Standard,4,1.19,96.8,No,48,17.89,37.66,Met,2025-10
WO001302,2025-10-26 02:58:22,2025-10-27 04:08:34,C013,Direct Bill Posting,Operations South,E036,Standard,5,0.63,95.6,No,48,7.56,25.17,Met,2025-10
WO000579,2025-10-25 14:59:57,2025-10-27 07:35:21,C006,Direct Bill Posting,Operations Central,E016,Standard,5,0.87,97.9,No,48,10.39,40.59,Met,2025-10
WO001362,2025-10-26 02:43:40,2025-10-27 17:01:40,C013,Certificate Issuance,Operations South,E015,Standard,3,1.09,91.8,No,48,21.71,38.30,Met,2025-10
WO000564,2025-10-25 00:57:43,2025-10-27 17:09:07,C014,Policy Checking,Operations South,E020,Standard,4,1.99,92.3,No,72,29.84,64.19,Met,2025-10
WO000172,2025-10-26 17:58:28,2025-10-27 17:35:40,C001,Direct Bill Posting,Operations Central,E011,Standard,5,0.75,93.1,No,48,9.00,23.62,Met,2025-10
WO000628,2025-10-25 02:17:13,2025-10-27 18:06:25,C011,Policy Checking,Operations Central,E002,Standard,3,1.40,91.1,No,72,27.91,63.82,Met,2025-10
WO000807,2025-10-27 16:03:55,2025-10-28 11:35:07,C008,Certificate Issuance,Operations South,E013,Standard,2,0.48,93.1,No,48,14.45,19.52,Met,2025-10
WO001673,2025-10-28 00:04:30,2025-10-28 22:45:54,C013,Policy Administration,Operations Central,E026,Standard,4,1.13,96.9,No,72,17.01,22.69,Met,2025-10
WO000672,2025-10-28 08:20:38,2025-10-29 01:57:14,C005,Document Retrieval,Operations South,E004,Standard,9,1.96,98.3,No,24,13.04,17.61,Met,2025-10
WO001269,2025-10-28 06:26:39,2025-10-29 05:28:27,C013,Direct Bill Posting,Operations North,E036,Standard,19,2.16,98.2,No,48,6.82,23.03,Met,2025-10
WO000160,2025-10-27 21:30:49,2025-10-29 12:32:01,C007,Direct Bill Posting,Operations South,E029,Standard,15,1.79,93.4,No,48,7.16,39.02,Met,2025-10
WO001714,2025-10-28 11:53:21,2025-10-29 14:24:33,C004,Policy Administration,Operations North,E032,Rush,2,0.97,97.4,No,36,29.05,26.52,Met,2025-10
WO000245,2025-10-28 16:56:30,2025-10-30 00:00:06,C013,Direct Bill Posting,Operations Central,E030,Standard,15,2.44,94.2,No,48,9.75,31.06,Met,2025-10
WO000728,2025-10-28 02:09:34,2025-10-30 05:13:10,C003,Policy Administration,Operations Central,E003,Standard,4,1.47,90.7,Yes,72,22.02,51.06,Met,2025-10
WO001513,2025-10-29 09:55:40,2025-10-30 16:19:40,C007,Policy Administration,Operations Central,E035,Standard,3,0.84,98.8,Yes,72,16.88,30.40,Met,2025-10
WO001030,2025-10-29 09:42:48,2025-10-30 19:39:48,C007,Direct Bill Posting,Operations South,E033,Standard,19,2.34,91.5,No,48,7.38,33.95,Met,2025-10
WO000458,2025-10-30 08:18:47,2025-10-30 23:56:35,C010,Document Retrieval,Operations North,E020,Standard,3,0.56,99.6,No,24,11.26,15.63,Met,2025-10
WO001584,2025-10-31 18:44:08,2025-11-01 07:31:32,C001,Direct Bill Posting,Operations North,E027,Rush,8,1.13,99.4,Yes,24,8.51,12.79,Met,2025-11
WO001086,2025-10-31 06:26:54,2025-11-01 09:43:06,C008,Policy Checking,Operations Central,E006,Standard,2,1.06,90.2,Yes,72,31.85,27.27,Met,2025-11
WO001522,2025-11-01 01:29:06,2025-11-01 12:39:18,C002,Document Retrieval,Operations North,E016,Standard,1,0.19,94.5,No,24,11.36,11.17,Met,2025-11
WO001465,2025-10-31 02:13:28,2025-11-01 14:47:40,C009,Direct Bill Posting,Operations Central,E036,Standard,12,1.76,99.0,No,48,8.79,36.57,Met,2025-11
WO000326,2025-11-01 04:47:20,2025-11-02 06:01:44,C013,Policy Checking,Operations South,E029,Standard,3,1.34,94.2,No,72,26.82,25.24,Met,2025-11
WO001715,2025-11-01 05:42:27,2025-11-02 11:07:03,C015,Certificate Issuance,Operations South,E009,Standard,2,0.46,96.6,No,48,13.73,29.41,Met,2025-11
WO000799,2025-10-31 02:17:23,2025-11-02 13:53:23,C008,Policy Checking,Operations South,E005,Standard,3,2.08,92.3,No,72,41.61,59.60,Met,2025-11
WO000866,2025-11-01 13:49:31,2025-11-02 14:33:19,C015,Direct Bill Posting,Operations North,E020,Standard,7,0.79,95.1,No,48,6.78,24.73,Met,2025-11
WO001644,2025-11-01 20:14:12,2025-11-02 23:59:48,C010,Certificate Issuance,Operations North,E018,Rush,2,0.56,98.3,No,24,16.73,27.76,Not Met,2025-11
WO000929,2025-11-02 03:15:44,2025-11-03 15:27:44,C001,Direct Bill Posting,Operations Central,E026,Standard,18,2.84,96.5,No,48,9.46,36.20,Met,2025-11
WO000922,2025-11-03 09:18:57,2025-11-04 16:30:57,C002,Certificate Issuance,Operations Central,E025,Standard,5,1.79,98.2,No,48,21.44,31.20,Met,2025-11
WO000870,2025-11-03 07:27:46,2025-11-04 19:12:46,C014,Certificate Issuance,Operations South,E001,Standard,2,0.66,97.0,No,48,19.85,35.75,Met,2025-11
WO001126,2025-11-03 09:48:04,2025-11-04 20:45:04,C011,Direct Bill Posting,Operations Central,E001,Standard,13,1.39,92.2,No,48,6.43,34.95,Met,2025-11
WO001797,2025-11-04 06:38:35,2025-11-04 23:06:11,C001,Direct Bill Posting,Operations South,E005,Standard,13,1.80,92.7,No,48,8.31,16.46,Met,2025-11
WO001622,2025-11-04 14:27:28,2025-11-05 07:56:52,C010,Direct Bill Posting,Operations Central,E017,Standard,6,0.61,92.6,No,48,6.06,17.49,Met,2025-11
WO000806,2025-11-04 16:02:37,2025-11-06 01:34:25,C007,Direct Bill Posting,Operations South,E015,Standard,10,1.05,94.8,No,48,6.31,33.53,Met,2025-11
WO000110,2025-11-06 00:11:23,2025-11-06 16:34:11,C015,Direct Bill Posting,Operations North,E031,Standard,11,1.09,91.7,No,48,5.92,16.38,Met,2025-11
WO001042,2025-11-06 12:31:58,2025-11-06 17:07:22,C011,Document Retrieval,Operations Central,E022,Rush,7,1.94,90.4,Yes,12,16.59,4.59,Met,2025-11
